"","constructor_Results_ID","race_ID","constructor_ID","driver_ID","points","number","position","position_Text","status_ID"
"16573",16573,642,117,734,10,2,1,"1",1
"16574",16574,642,117,699,6,1,2,"2",1
"16575",16575,642,143,706,0,5,8,"8",1
"16576",16576,642,143,747,2,6,5,"5",1
"16577",16577,642,157,752,0,15,22,"R",8
"16578",16578,642,157,756,0,14,17,"R",7
"16579",16579,642,165,755,0,21,16,"16",11
"16580",16580,642,165,717,0,20,18,"R",22
"16581",16581,642,167,750,0,10,14,"14",1
"16582",16582,642,167,743,0,9,11,"11",1
"16583",16583,642,179,736,4,8,3,"3",1
"16584",16584,642,179,711,1,7,6,"6",1
"16585",16585,642,182,685,0,11,9,"9",1
"16586",16586,642,182,737,0,12,21,"R",20
"16587",16587,642,186,729,0,18,13,"13",1
"16588",16588,642,186,749,0,19,12,"12",1
"16589",16589,642,187,718,0,16,10,"10",1
"16590",16590,642,187,680,0,17,20,"R",23
"16591",16591,642,188,744,0,22,15,"15",11
"16592",16592,642,188,754,0,23,19,"R",6
"16593",16593,643,7,724,4,3,3,"3",1
"16594",16594,643,7,722,1,4,6,"6",1
"16595",16595,643,117,734,2,2,5,"5",1
"16596",16596,643,117,699,0,1,15,"R",20
"16597",16597,643,143,747,6,6,2,"2",1
"16598",16598,643,143,706,0,5,7,"7",1
"16599",16599,643,157,756,0,14,14,"R",53
"16600",16600,643,157,752,0,15,13,"R",20
"16601",16601,643,165,755,0,21,22,"R",4
"16602",16602,643,165,717,0,20,18,"R",4
"16603",16603,643,167,750,0,10,19,"R",10
"16604",16604,643,167,743,0,9,21,"R",20
"16605",16605,643,179,711,0,7,10,"10",1
"16606",16606,643,179,736,10,8,1,"1",1
"16607",16607,643,182,737,0,12,20,"R",20
"16608",16608,643,182,685,0,11,9,"9",1
"16609",16609,643,186,749,0,19,16,"R",25
"16610",16610,643,186,729,0,18,11,"11",5
"16611",16611,643,187,718,3,16,4,"4",1
"16612",16612,643,187,680,0,17,12,"R",8
"16613",16613,643,188,754,0,23,17,"R",65
"16614",16614,643,188,744,0,22,8,"8",1
"16615",16615,644,7,724,0,3,14,"R",23
"16616",16616,644,7,722,0,4,7,"7",1
"16617",16617,644,117,699,2,1,5,"5",1
"16618",16618,644,117,734,0,2,16,"R",20
"16619",16619,644,143,747,3,6,4,"4",1
"16620",16620,644,143,706,0,5,19,"R",4
"16621",16621,644,157,752,0,15,15,"R",20
"16622",16622,644,157,756,0,14,12,"R",6
"16623",16623,644,165,755,1,21,6,"6",1
"16624",16624,644,165,717,0,20,11,"R",6
"16625",16625,644,167,750,0,10,21,"R",4
"16626",16626,644,167,743,0,9,13,"R",20
"16627",16627,644,179,736,0,8,18,"R",10
"16628",16628,644,179,711,0,7,20,"R",10
"16629",16629,644,182,737,0,12,22,"R",4
"16630",16630,644,182,685,0,11,17,"R",84
"16631",16631,644,186,729,0,18,9,"9",11
"16632",16632,644,186,749,6,19,2,"2",1
"16633",16633,644,187,680,10,17,1,"1",1
"16634",16634,644,187,718,4,16,3,"3",1
"16635",16635,644,188,744,0,22,10,"10",8
"16636",16636,644,188,754,0,23,8,"8",11
"16637",16637,645,7,722,10,4,1,"1",1
"16638",16638,645,7,703,6,3,2,"2",1
"16639",16639,645,117,734,0,2,16,"R",32
"16640",16640,645,117,699,4,1,3,"3",1
"16641",16641,645,143,747,0,6,17,"R",20
"16642",16642,645,143,706,0,5,10,"10",11
"16643",16643,645,157,756,0,14,14,"R",5
"16644",16644,645,157,752,0,15,18,"R",7
"16645",16645,645,165,755,0,21,9,"9",11
"16646",16646,645,165,717,0,20,15,"R",20
"16647",16647,645,167,750,0,10,8,"8",1
"16648",16648,645,167,743,0,9,11,"11",14
"16649",16649,645,179,711,0,7,21,"R",4
"16650",16650,645,179,736,1,8,6,"6",1
"16651",16651,645,182,737,0,12,13,"R",20
"16652",16652,645,182,685,0,11,7,"7",1
"16653",16653,645,186,729,0,18,20,"R",5
"16654",16654,645,186,749,0,19,22,"W",5
"16655",16655,645,187,680,3,17,4,"4",1
"16656",16656,645,187,718,2,16,5,"5",1
"16657",16657,645,188,744,0,22,12,"R",9
"16658",16658,645,188,754,0,23,19,"R",5
"16659",16659,646,7,722,4,4,3,"3",1
"16660",16660,646,7,703,6,3,2,"2",1
"16661",16661,646,117,699,10,1,1,"1",1
"16662",16662,646,117,734,0,2,17,"R",9
"16663",16663,646,143,706,0,5,22,"R",10
"16664",16664,646,143,747,2,6,5,"5",1
"16665",16665,646,157,752,0,15,15,"R",6
"16666",16666,646,157,756,0,14,13,"13",12
"16667",16667,646,165,755,0,21,18,"R",6
"16668",16668,646,165,717,0,20,16,"R",5
"16669",16669,646,167,750,0,10,10,"10",11
"16670",16670,646,167,743,0,9,14,"14",5
"16671",16671,646,179,711,0,7,19,"R",66
"16672",16672,646,179,736,3,8,4,"4",1
"16673",16673,646,182,685,1,11,6,"6",11
"16674",16674,646,182,737,0,12,11,"11",11
"16675",16675,646,186,729,0,18,20,"R",89
"16676",16676,646,186,749,0,19,21,"R",5
"16677",16677,646,187,718,0,16,8,"8",11
"16678",16678,646,187,680,0,17,7,"7",11
"16679",16679,646,188,744,0,22,9,"9",11
"16680",16680,646,188,754,0,23,12,"12",11
"16681",16681,647,7,703,10,3,1,"1",1
"16682",16682,647,7,718,6,4,2,"2",1
"16683",16683,647,117,699,0,1,17,"R",5
"16684",16684,647,117,734,0,2,19,"R",5
"16685",16685,647,143,747,4,9,3,"3",1
"16686",16686,647,143,760,0,10,11,"R",5
"16687",16687,647,157,756,0,18,20,"R",22
"16688",16688,647,157,726,0,19,18,"R",22
"16689",16689,647,165,755,0,20,8,"8",11
"16690",16690,647,165,758,0,21,13,"R",6
"16691",16691,647,167,750,0,12,7,"7",1
"16692",16692,647,167,743,2,11,5,"5",1
"16693",16693,647,179,749,0,6,15,"R",5
"16694",16694,647,179,736,0,5,14,"R",9
"16695",16695,647,182,724,0,17,10,"D",2
"16696",16696,647,182,737,0,16,12,"R",7
"16697",16697,647,186,761,0,15,9,"9",12
"16698",16698,647,186,685,0,14,16,"R",9
"16699",16699,647,188,754,1,23,6,"6",1
"16700",16700,647,188,744,3,22,4,"4",1
"16701",16701,647,189,722,0,7,21,"R",20
"16702",16702,647,189,680,0,8,22,"R",8
"16703",16703,648,7,718,0,4,15,"R",9
"16704",16704,648,7,703,10,3,1,"1",1
"16705",16705,648,117,699,0,1,14,"R",51
"16706",16706,648,117,734,0,2,11,"D",2
"16707",16707,648,143,747,2,9,5,"5",11
"16708",16708,648,143,760,1,10,6,"6",11
"16709",16709,648,157,756,0,18,8,"8",11
"16710",16710,648,157,726,0,19,7,"7",11
"16711",16711,648,165,755,0,20,13,"R",5
"16712",16712,648,165,758,0,21,10,"10",12
"16713",16713,648,167,750,0,12,20,"R",5
"16714",16714,648,167,743,6,11,2,"2",1
"16715",16715,648,179,749,3,6,4,"4",1
"16716",16716,648,179,736,4,5,3,"3",1
"16717",16717,648,182,737,0,16,21,"W",87
"16718",16718,648,182,724,0,17,22,"W",87
"16719",16719,648,186,685,0,14,18,"R",10
"16720",16720,648,186,761,0,15,19,"R",5
"16721",16721,648,188,754,0,23,9,"9",12
"16722",16722,648,188,744,0,22,17,"R",6
"16723",16723,648,189,680,0,8,12,"R",6
"16724",16724,648,189,722,0,7,16,"R",20
"16725",16725,649,7,703,10,3,1,"1",1
"16726",16726,649,7,718,3,4,4,"4",1
"16727",16727,649,117,699,6,1,2,"2",1
"16728",16728,649,117,734,4,2,3,"3",1
"16729",16729,649,143,760,0,10,20,"R",5
"16730",16730,649,143,747,0,9,17,"R",67
"16731",16731,649,157,756,0,18,16,"R",20
"16732",16732,649,157,726,0,19,14,"14",13
"16733",16733,649,165,755,0,20,21,"R",20
"16734",16734,649,165,758,0,21,13,"13",12
"16735",16735,649,167,743,0,11,11,"11",11
"16736",16736,649,167,750,0,12,9,"9",11
"16737",16737,649,179,749,0,6,15,"15",6
"16738",16738,649,179,736,0,5,22,"R",6
"16739",16739,649,182,737,0,16,8,"8",11
"16740",16740,649,182,724,1,17,6,"6",11
"16741",16741,649,186,685,0,14,18,"R",9
"16742",16742,649,186,761,0,15,19,"R",9
"16743",16743,649,188,754,0,23,12,"12",11
"16744",16744,649,188,744,2,22,5,"5",11
"16745",16745,649,189,722,0,7,7,"7",11
"16746",16746,649,189,680,0,8,10,"10",11
"16747",16747,650,7,703,4,3,3,"3",1
"16748",16748,650,7,718,0,4,20,"R",9
"16749",16749,650,117,699,6,1,2,"2",1
"16750",16750,650,117,734,10,2,1,"1",1
"16751",16751,650,143,760,2,10,5,"5",1
"16752",16752,650,143,747,3,9,4,"4",1
"16753",16753,650,157,756,0,18,21,"R",10
"16754",16754,650,157,726,0,19,22,"R",10
"16755",16755,650,165,758,0,21,15,"15",11
"16756",16756,650,165,755,0,20,14,"14",11
"16757",16757,650,167,750,0,12,9,"9",11
"16758",16758,650,167,743,0,11,7,"7",11
"16759",16759,650,179,749,1,6,6,"6",1
"16760",16760,650,179,736,0,5,17,"17",16
"16761",16761,650,182,737,0,16,11,"11",11
"16762",16762,650,182,724,0,17,8,"8",11
"16763",16763,650,186,685,0,14,10,"10",11
"16764",16764,650,186,761,0,15,18,"R",5
"16765",16765,650,188,754,0,23,19,"R",20
"16766",16766,650,188,744,0,22,16,"16",14
"16767",16767,650,189,722,0,7,13,"13",11
"16768",16768,650,189,680,0,8,12,"12",11
"16769",16769,651,7,718,4,4,3,"3",1
"16770",16770,651,7,703,2,3,5,"5",1
"16771",16771,651,117,734,6,2,2,"2",1
"16772",16772,651,117,699,10,1,1,"1",1
"16773",16773,651,143,760,0,10,17,"17",5
"16774",16774,651,143,747,3,9,4,"4",1
"16775",16775,651,157,726,0,19,18,"R",6
"16776",16776,651,157,756,0,18,21,"R",4
"16777",16777,651,165,758,0,21,15,"15",12
"16778",16778,651,165,755,0,20,14,"14",12
"16779",16779,651,167,750,0,12,10,"10",11
"16780",16780,651,167,743,0,11,9,"9",11
"16781",16781,651,179,736,1,5,6,"6",1
"16782",16782,651,179,749,0,6,12,"12",11
"16783",16783,651,182,724,0,17,7,"7",11
"16784",16784,651,182,737,0,16,22,"R",20
"16785",16785,651,186,761,0,15,16,"16",13
"16786",16786,651,186,685,0,14,20,"R",4
"16787",16787,651,188,754,0,23,8,"8",11
"16788",16788,651,188,744,0,22,19,"R",9
"16789",16789,651,189,680,0,8,13,"13",11
"16790",16790,651,189,722,0,7,11,"11",11
"16791",16791,652,7,703,10,3,1,"1",1
"16792",16792,652,7,718,3,4,4,"4",11
"16793",16793,652,117,699,6,1,2,"2",1
"16794",16794,652,117,734,4,2,3,"3",11
"16795",16795,652,143,747,0,9,18,"R",4
"16796",16796,652,143,760,0,10,10,"10",10
"16797",16797,652,157,756,1,18,6,"6",11
"16798",16798,652,157,726,0,19,17,"R",20
"16799",16799,652,165,755,0,20,14,"R",37
"16800",16800,652,165,758,0,21,8,"8",12
"16801",16801,652,167,743,2,11,5,"5",11
"16802",16802,652,167,750,0,12,12,"12",4
"16803",16803,652,179,736,0,5,20,"R",5
"16804",16804,652,179,749,0,6,21,"R",4
"16805",16805,652,182,737,0,16,7,"7",12
"16806",16806,652,182,724,0,17,19,"R",84
"16807",16807,652,186,685,0,14,9,"9",12
"16808",16808,652,188,754,0,23,13,"R",20
"16809",16809,652,188,744,0,22,15,"R",5
"16810",16810,652,189,680,0,8,11,"11",4
"16811",16811,652,189,722,0,7,16,"R",4
"16812",16812,653,7,703,0,3,12,"R",22
"16813",16813,653,7,718,6,4,2,"2",1
"16814",16814,653,117,699,1,1,6,"6",11
"16815",16815,653,117,734,10,2,1,"1",1
"16816",16816,653,143,760,0,10,21,"R",5
"16817",16817,653,143,747,0,9,14,"R",20
"16818",16818,653,157,756,0,18,22,"R",88
"16819",16819,653,157,726,0,19,11,"R",20
"16820",16820,653,165,755,0,20,19,"R",6
"16821",16821,653,165,758,0,21,18,"R",20
"16822",16822,653,167,743,4,11,3,"3",1
"16823",16823,653,167,750,0,12,20,"R",20
"16824",16824,653,179,736,0,5,10,"10",20
"16825",16825,653,179,749,0,6,15,"R",6
"16826",16826,653,182,737,0,16,16,"R",20
"16827",16827,653,182,724,2,17,5,"5",1
"16828",16828,653,186,761,0,15,8,"8",11
"16829",16829,653,186,685,0,14,17,"R",7
"16830",16830,653,188,754,0,23,13,"R",20
"16831",16831,653,188,744,0,22,7,"7",11
"16832",16832,653,189,680,0,8,9,"9",12
"16833",16833,653,189,722,3,7,4,"4",1
"16834",16834,654,7,718,6,4,2,"2",1
"16835",16835,654,7,703,10,3,1,"1",1
"16836",16836,654,117,699,3,1,4,"4",1
"16837",16837,654,117,734,0,2,7,"7",1
"16838",16838,654,143,760,0,10,11,"11",11
"16839",16839,654,143,747,0,9,14,"14",4
"16840",16840,654,157,756,0,18,17,"R",4
"16841",16841,654,157,726,2,19,5,"5",1
"16842",16842,654,165,758,0,21,12,"12",11
"16843",16843,654,165,755,0,20,16,"16",20
"16844",16844,654,167,743,4,11,3,"3",1
"16845",16845,654,167,750,0,12,9,"9",1
"16846",16846,654,179,736,0,5,21,"R",23
"16847",16847,654,179,749,1,6,6,"6",1
"16848",16848,654,182,737,0,16,10,"10",1
"16849",16849,654,182,724,0,17,18,"R",10
"16850",16850,654,186,761,0,15,20,"R",5
"16851",16851,654,186,685,0,14,19,"R",10
"16852",16852,654,188,754,0,23,8,"8",1
"16853",16853,654,188,744,0,22,15,"15",4
"16854",16854,654,189,680,0,8,22,"R",6
"16855",16855,654,189,722,0,7,13,"13",13
"16856",16856,655,7,703,0,3,16,"R",5
"16857",16857,655,7,718,4,4,3,"3",1
"16858",16858,655,117,699,6,1,2,"2",1
"16859",16859,655,117,734,10,2,1,"1",1
"16860",16860,655,143,760,0,10,8,"8",11
"16861",16861,655,143,747,2,9,5,"5",1
"16862",16862,655,157,726,0,19,20,"R",7
"16863",16863,655,157,756,0,18,17,"R",7
"16864",16864,655,165,758,0,21,19,"R",20
"16865",16865,655,165,755,0,20,15,"15",12
"16866",16866,655,167,750,0,12,18,"R",20
"16867",16867,655,167,743,0,11,9,"9",11
"16868",16868,655,179,736,0,5,7,"7",11
"16869",16869,655,179,749,1,6,6,"6",1
"16870",16870,655,182,724,0,17,10,"10",11
"16871",16871,655,182,737,0,16,11,"11",11
"16872",16872,655,186,761,0,15,12,"12",11
"16873",16873,655,186,685,0,14,14,"14",12
"16874",16874,655,188,754,0,23,22,"R",20
"16875",16875,655,188,744,3,22,4,"4",1
"16876",16876,655,189,680,0,8,21,"R",6
"16877",16877,655,189,722,0,7,13,"13",12
"16878",16878,656,7,718,4,4,3,"3",1
"16879",16879,656,7,703,0,3,20,"R",4
"16880",16880,656,117,699,10,1,1,"1",1
"16881",16881,656,117,734,6,2,2,"2",1
"16882",16882,656,143,747,0,9,14,"R",23
"16883",16883,656,143,760,2,10,5,"5",11
"16884",16884,656,157,726,0,19,18,"R",5
"16885",16885,656,157,756,0,18,17,"R",6
"16886",16886,656,165,755,0,20,8,"8",11
"16887",16887,656,165,758,0,21,12,"12",13
"16888",16888,656,167,743,0,11,22,"R",4
"16889",16889,656,167,750,0,12,10,"10",11
"16890",16890,656,179,736,0,5,19,"R",44
"16891",16891,656,179,749,0,6,21,"R",4
"16892",16892,656,182,737,0,16,9,"9",11
"16893",16893,656,182,724,1,17,6,"6",11
"16894",16894,656,186,685,0,14,16,"R",4
"16895",16895,656,186,761,0,15,15,"R",4
"16896",16896,656,188,744,3,22,4,"4",11
"16897",16897,656,188,754,0,23,13,"R",5
"16898",16898,656,189,759,0,7,11,"11",12
"16899",16899,656,189,680,0,8,7,"7",11
"16900",16900,657,7,718,10,4,1,"1",1
"16901",16901,657,7,703,0,3,21,"R",4
"16902",16902,657,117,699,6,1,2,"2",1
"16903",16903,657,117,734,4,2,3,"3",1
"16904",16904,657,143,747,0,9,7,"7",1
"16905",16905,657,143,760,3,10,4,"4",1
"16906",16906,657,157,756,1,18,6,"6",1
"16907",16907,657,157,726,0,19,14,"R",20
"16908",16908,657,165,758,0,21,11,"11",1
"16909",16909,657,165,755,0,20,16,"R",5
"16910",16910,657,167,743,0,11,22,"R",4
"16911",16911,657,167,750,0,12,17,"R",10
"16912",16912,657,179,749,0,6,9,"9",1
"16913",16913,657,179,736,0,5,13,"R",6
"16914",16914,657,182,737,0,16,18,"R",4
"16915",16915,657,182,724,2,17,5,"5",1
"16916",16916,657,186,685,0,14,19,"R",4
"16917",16917,657,186,761,0,15,12,"12",89
"16918",16918,657,188,754,0,23,15,"R",20
"16919",16919,657,188,744,0,22,8,"8",1
"16920",16920,657,189,722,0,7,10,"10",1
"16921",16921,657,189,680,0,8,20,"R",6
"16922",16922,658,7,718,3,4,4,"4",1
"16923",16923,658,7,703,6,3,2,"2",1
"16924",16924,658,117,734,4,2,3,"3",1
"16925",16925,658,117,699,10,1,1,"1",1
"16926",16926,658,143,747,2,9,5,"5",1
"16927",16927,658,143,760,0,10,9,"9",11
"16928",16928,658,157,756,0,18,16,"16",14
"16929",16929,658,157,726,0,19,13,"13",12
"16930",16930,658,165,758,0,21,17,"R",5
"16931",16931,658,165,755,0,20,15,"15",13
"16932",16932,658,167,743,0,11,20,"R",23
"16933",16933,658,167,750,0,12,11,"11",11
"16934",16934,658,179,749,0,6,7,"7",11
"16935",16935,658,179,736,1,5,6,"6",1
"16936",16936,658,182,737,0,16,19,"R",7
"16937",16937,658,182,724,0,17,10,"10",11
"16938",16938,658,186,761,0,15,21,"R",10
"16939",16939,658,186,685,0,14,22,"R",22
"16940",16940,658,188,744,0,22,12,"12",12
"16941",16941,658,188,754,0,23,14,"14",12
"16942",16942,658,189,722,0,7,8,"8",11
"16943",16943,658,189,680,0,8,18,"R",6
"16944",16944,659,7,718,0,4,18,"R",32
"16945",16945,659,7,703,6,3,2,"2",1
"16946",16946,659,117,734,3,2,4,"4",1
"16947",16947,659,117,699,10,1,1,"1",1
"16948",16948,659,143,747,4,9,3,"3",1
"16949",16949,659,143,760,2,10,5,"5",1
"16950",16950,659,157,726,0,19,15,"15",11
"16951",16951,659,157,756,0,18,16,"16",12
"16952",16952,659,165,758,0,21,17,"17",12
"16953",16953,659,165,755,0,20,14,"14",11
"16954",16954,659,167,743,0,11,21,"R",10
"16955",16955,659,167,750,0,12,13,"13",11
"16956",16956,659,179,749,0,6,22,"R",4
"16957",16957,659,179,736,1,5,6,"6",1
"16958",16958,659,182,724,0,17,9,"9",1
"16959",16959,659,182,737,0,16,11,"11",1
"16960",16960,659,186,761,0,15,20,"R",5
"16961",16961,659,186,685,0,14,19,"R",32
"16962",16962,659,188,744,0,22,7,"7",1
"16963",16963,659,188,754,0,23,12,"12",11
"16964",16964,659,189,722,0,7,10,"10",1
"16965",16965,659,189,680,0,8,8,"8",1
"16966",16966,660,7,703,10,3,1,"1",1
"16967",16967,660,7,718,0,4,17,"R",4
"16968",16968,660,117,734,0,2,18,"R",4
"16969",16969,660,117,699,6,1,2,"2",1
"16970",16970,660,143,747,4,9,3,"3",1
"16971",16971,660,143,760,0,10,15,"R",20
"16972",16972,660,157,756,0,18,21,"R",4
"16973",16973,660,157,726,3,19,4,"4",1
"16974",16974,660,165,758,0,21,10,"10",11
"16975",16975,660,165,755,0,20,9,"9",11
"16976",16976,660,167,743,0,11,11,"11",11
"16977",16977,660,167,750,2,12,5,"5",1
"16978",16978,660,179,749,0,6,19,"R",4
"16979",16979,660,179,736,0,5,20,"R",4
"16980",16980,660,182,737,0,16,8,"8",11
"16981",16981,660,182,724,0,17,7,"7",11
"16982",16982,660,186,761,0,15,13,"R",20
"16983",16983,660,186,685,0,14,12,"12",12
"16984",16984,660,188,744,0,22,14,"R",10
"16985",16985,660,188,754,1,23,6,"6",1
"16986",16986,660,189,680,0,8,16,"R",4
"16987",16987,660,189,722,0,7,22,"R",20
"16988",16988,661,7,703,10,3,1,"1",1
"16989",16989,661,7,718,6,4,2,"2",1
"16990",16990,661,117,734,2,2,5,"5",1
"16991",16991,661,117,699,0,1,19,"R",5
"16992",16992,661,143,747,0,9,15,"R",5
"16993",16993,661,143,760,0,10,21,"R",5
"16994",16994,661,157,726,0,19,18,"R",23
"16995",16995,661,157,756,0,18,16,"R",6
"16996",16996,661,165,755,0,20,12,"12",11
"16997",16997,661,165,758,0,21,14,"R",5
"16998",16998,661,167,750,0,12,10,"10",11
"16999",16999,661,167,743,0,11,17,"R",5
"17000",17000,661,179,736,4,5,3,"3",1
"17001",17001,661,179,749,0,6,22,"R",4
"17002",17002,661,182,737,0,16,8,"8",11
"17003",17003,661,182,724,0,17,20,"R",20
"17004",17004,661,186,761,0,15,9,"9",11
"17005",17005,661,186,685,0,14,13,"R",5
"17006",17006,661,188,744,3,22,4,"4",1
"17007",17007,661,188,754,1,23,6,"6",1
"17008",17008,661,189,680,0,8,11,"11",11
"17009",17009,661,189,722,0,7,7,"7",1
"17010",17010,662,7,703,10,3,1,"1",1
"17011",17011,662,7,718,3,4,4,"4",1
"17012",17012,662,117,699,6,1,2,"2",1
"17013",17013,662,117,734,4,2,3,"3",1
"17014",17014,662,143,760,2,10,5,"5",1
"17015",17015,662,143,747,0,9,17,"R",20
"17016",17016,662,157,756,0,18,12,"12",11
"17017",17017,662,157,726,0,19,22,"R",10
"17018",17018,662,165,755,0,20,16,"R",5
"17019",17019,662,165,758,0,21,15,"15",12
"17020",17020,662,167,750,0,12,19,"R",20
"17021",17021,662,167,743,0,11,14,"14",11
"17022",17022,662,179,736,0,5,20,"R",9
"17023",17023,662,179,749,0,6,13,"13",11
"17024",17024,662,182,724,0,17,10,"10",11
"17025",17025,662,182,737,0,16,11,"11",11
"17026",17026,662,186,685,0,14,21,"R",5
"17027",17027,662,186,761,0,15,18,"R",22
"17028",17028,662,188,754,0,23,9,"9",11
"17029",17029,662,188,744,1,22,6,"6",11
"17030",17030,662,189,722,0,7,8,"8",11
"17031",17031,662,189,680,0,8,7,"7",11
"17032",17032,663,7,718,4,4,3,"3",1
"17033",17033,663,7,703,10,3,1,"1",1
"17034",17034,663,117,699,3,1,4,"4",1
"17035",17035,663,117,734,6,2,2,"2",1
"17036",17036,663,143,747,0,9,16,"R",5
"17037",17037,663,143,760,0,10,18,"R",5
"17038",17038,663,157,726,0,19,10,"10",11
"17039",17039,663,157,756,0,18,20,"R",4
"17040",17040,663,165,758,0,21,13,"13",5
"17041",17041,663,165,755,0,20,17,"R",36
"17042",17042,663,167,750,0,12,7,"7",1
"17043",17043,663,167,743,0,11,9,"9",11
"17044",17044,663,179,749,0,6,12,"12",11
"17045",17045,663,179,736,0,5,19,"R",10
"17046",17046,663,182,724,0,17,8,"8",11
"17047",17047,663,182,737,0,16,22,"R",4
"17048",17048,663,186,761,0,15,21,"R",4
"17049",17049,663,186,685,0,14,11,"11",11
"17050",17050,663,188,744,2,22,5,"5",1
"17051",17051,663,188,754,0,23,15,"R",5
"17052",17052,663,189,680,0,8,14,"R",22
"17053",17053,663,189,722,1,7,6,"6",1
"17054",17054,664,7,718,4,2,3,"3",1
"17055",17055,664,7,703,10,1,1,"1",1
"17056",17056,664,117,734,6,4,2,"2",1
"17057",17057,664,117,699,0,3,17,"R",22
"17058",17058,664,143,747,0,5,18,"R",4
"17059",17059,664,143,765,0,6,15,"R",5
"17060",17060,664,157,764,0,15,21,"R",20
"17061",17061,664,157,726,0,14,10,"10",11
"17062",17062,664,165,763,0,21,12,"12",12
"17063",17063,664,165,745,0,20,20,"R",82
"17064",17064,664,167,743,0,7,13,"13",13
"17065",17065,664,167,760,0,8,14,"R",10
"17066",17066,664,179,736,2,11,5,"5",1
"17067",17067,664,179,749,0,12,16,"R",5
"17068",17068,664,182,761,3,16,4,"4",1
"17069",17069,664,182,762,1,17,6,"6",1
"17070",17070,664,186,685,0,22,9,"9",11
"17071",17071,664,186,758,0,23,22,"R",23
"17072",17072,664,188,729,0,9,7,"7",1
"17073",17073,664,188,744,0,10,19,"R",4
"17074",17074,664,189,722,0,18,11,"11",11
"17075",17075,664,189,759,0,19,8,"8",11
"17076",17076,665,7,718,6,2,2,"2",1
"17077",17077,665,7,703,10,1,1,"1",1
"17078",17078,665,117,734,4,4,3,"3",1
"17079",17079,665,117,699,1,3,6,"6",1
"17080",17080,665,143,765,0,6,19,"R",20
"17081",17081,665,143,747,2,5,5,"5",1
"17082",17082,665,157,764,0,15,18,"R",20
"17083",17083,665,157,726,0,14,7,"7",1
"17084",17084,665,165,763,0,21,13,"13",13
"17085",17085,665,165,745,0,20,14,"14",14
"17086",17086,665,167,743,0,7,15,"R",32
"17087",17087,665,167,760,0,8,11,"11",12
"17088",17088,665,179,749,0,12,8,"8",11
"17089",17089,665,179,736,3,11,4,"4",1
"17090",17090,665,182,762,0,17,22,"R",30
"17091",17091,665,182,761,0,16,17,"R",20
"17092",17092,665,186,685,0,22,9,"9",11
"17093",17093,665,186,758,0,23,12,"12",12
"17094",17094,665,188,744,0,10,16,"R",20
"17095",17095,665,188,729,0,9,21,"R",44
"17096",17096,665,189,722,0,18,20,"R",47
"17097",17097,665,189,759,0,19,10,"10",11
"17098",17098,666,7,703,6,1,2,"2",1
"17099",17099,666,7,718,0,2,21,"R",4
"17100",17100,666,117,699,0,3,22,"R",83
"17101",17101,666,117,734,10,4,1,"1",1
"17102",17102,666,143,747,0,5,13,"R",20
"17103",17103,666,143,765,0,6,16,"R",4
"17104",17104,666,157,764,0,15,20,"R",9
"17105",17105,666,157,726,0,14,17,"R",4
"17106",17106,666,165,763,0,21,19,"R",10
"17107",17107,666,165,745,0,20,9,"9",13
"17108",17108,666,167,743,1,7,6,"6",11
"17109",17109,666,167,760,0,8,10,"10",17
"17110",17110,666,179,736,0,11,11,"11",10
"17111",17111,666,179,749,2,12,5,"5",11
"17112",17112,666,182,762,0,17,12,"R",20
"17113",17113,666,182,761,4,16,3,"3",11
"17114",17114,666,186,758,0,23,14,"R",8
"17115",17115,666,186,685,0,22,8,"8",11
"17116",17116,666,188,729,3,9,4,"4",11
"17117",17117,666,188,744,0,10,7,"7",11
"17118",17118,666,189,759,0,19,18,"R",5
"17119",17119,666,189,722,0,18,15,"R",20
"17120",17120,667,7,703,0,1,19,"R",22
"17121",17121,667,7,718,4,2,3,"3",1
"17122",17122,667,117,734,6,4,2,"2",1
"17123",17123,667,117,699,3,3,4,"4",1
"17124",17124,667,143,765,0,6,14,"R",8
"17125",17125,667,143,747,10,5,1,"1",1
"17126",17126,667,157,764,0,15,10,"10",12
"17127",17127,667,157,726,0,14,21,"R",43
"17128",17128,667,165,763,0,21,22,"R",23
"17129",17129,667,165,745,0,20,13,"R",5
"17130",17130,667,167,743,0,7,16,"R",5
"17131",17131,667,167,760,0,8,12,"12",12
"17132",17132,667,179,736,1,11,6,"6",11
"17133",17133,667,179,749,2,12,5,"5",1
"17134",17134,667,182,761,0,16,7,"7",11
"17135",17135,667,182,762,0,17,20,"R",38
"17136",17136,667,186,758,0,23,18,"R",5
"17137",17137,667,186,685,0,22,9,"9",11
"17138",17138,667,188,729,0,9,8,"8",11
"17139",17139,667,188,744,0,10,17,"R",5
"17140",17140,667,189,759,0,19,11,"11",12
"17141",17141,667,189,722,0,18,15,"R",5
"17142",17142,668,7,703,10,1,1,"1",1
"17143",17143,668,7,718,0,2,17,"R",22
"17144",17144,668,117,734,2,4,5,"5",1
"17145",17145,668,117,699,0,3,9,"9",8
"17146",17146,668,143,765,6,6,2,"2",1
"17147",17147,668,143,747,0,5,19,"R",23
"17148",17148,668,157,726,0,14,12,"12",12
"17149",17149,668,157,764,0,15,20,"R",32
"17150",17150,668,165,745,0,20,16,"16",13
"17151",17151,668,165,763,0,21,13,"13",12
"17152",17152,668,167,760,0,8,15,"15",13
"17153",17153,668,167,743,0,7,14,"14",12
