"","constructor_Results_ID","race_ID","constructor_ID","driver_ID","points","number","position","position_Text","status_ID"
"628",628,26,7,143,3,8,4,"4",11
"629",629,26,7,44,0,10,7,"7",14
"630",630,26,25,158,0,36,8,"8",16
"631",631,26,25,153,0,38,19,"R",37
"632",632,26,38,2,0,24,6,"6",13
"633",633,26,38,47,0,20,12,"R",7
"634",634,26,38,176,0,22,15,"R",7
"635",635,26,40,83,0,34,9,"9",17
"636",636,26,40,57,0,30,13,"N",60
"637",637,26,40,125,0,28,11,"R",5
"638",638,26,40,117,0,26,18,"R",5
"639",639,27,4,57,0,6,12,"R",3
"640",640,27,4,100,4,28,3,"3",11
"641",641,27,4,28,3,30,4,"4",11
"642",642,27,4,66,0,6,12,"R",3
"643",643,27,4,27,1,2,16,"R",37
"644",644,27,4,66,0,4,15,"R",5
"645",645,27,7,44,0,32,8,"8",13
"646",646,27,7,67,0,12,14,"R",5
"647",647,27,7,18,8,10,1,"1",1
"648",648,27,7,3,6,8,2,"2",1
"649",649,27,7,143,0,14,6,"6",11
"650",650,27,8,197,0,34,19,"R",5
"651",651,27,25,153,0,22,13,"R",5
"652",652,27,25,158,0,26,18,"R",8
"653",653,27,25,166,0,24,10,"10",16
"654",654,27,26,151,0,36,20,"R",7
"655",655,27,38,2,2,18,5,"5",11
"656",656,27,38,135,0,16,17,"R",5
"657",657,27,38,47,0,20,7,"7",13
"658",658,27,38,184,0,38,9,"9",14
"659",659,27,40,88,0,40,11,"11",17
"660",660,28,4,66,7,18,2,"2",1
"661",661,28,4,100,0,22,9,"9",15
"662",662,28,4,28,0,46,7,"7",12
"663",663,28,4,27,4,20,3,"3",1
"664",664,28,4,23,0,24,16,"R",5
"665",665,28,6,83,0,36,17,"R",8
"666",666,28,6,26,0,38,11,"11",15
"667",667,28,6,124,0,40,20,"R",65
"668",668,28,7,143,8,16,1,"1",1
"669",669,28,7,67,2,14,5,"5",1
"670",670,28,7,44,0,44,8,"8",14
"671",671,28,7,18,3,10,4,"4",1
"672",672,28,7,3,0,12,6,"6",1
"673",673,28,25,52,0,30,14,"14",86
"674",674,28,25,153,0,26,22,"R",8
"675",675,28,25,158,0,28,13,"13",18
"676",676,28,35,133,0,34,19,"R",5
"677",677,28,35,55,0,32,15,"15",50
"678",678,28,38,2,0,4,21,"R",7
"679",679,28,38,47,0,6,23,"R",5
"680",680,28,38,135,0,2,10,"10",15
"681",681,28,38,176,0,8,24,"R",107
"682",682,28,40,117,0,50,25,"R",78
"683",683,28,40,22,0,42,18,"R",24
"684",684,28,40,57,0,48,12,"12",17
"685",685,29,4,23,0,25,6,"6",18
"686",686,29,4,66,6,23,2,"2",1
"687",687,29,4,28,0,31,19,"R",8
"688",688,29,4,27,4,24,4,"4",12
"689",689,29,4,100,0,26,14,"R",5
"690",690,29,6,7,0,20,9,"9",45
"691",691,29,6,124,0,16,8,"8",86
"692",692,29,6,185,0,18,11,"R",20
"693",693,29,6,130,0,19,15,"R",25
"694",694,29,6,160,0,22,27,"R",67
"695",695,29,7,67,4,6,3,"3",12
"696",696,29,7,3,0,7,13,"R",107
"697",697,29,7,44,0,9,10,"10",54
"698",698,29,7,143,2,8,5,"5",13
"699",699,29,7,18,9,5,1,"1",1
"700",700,29,25,101,0,3,24,"R",8
"701",701,29,25,153,0,1,20,"R",8
"702",702,29,25,169,0,4,17,"R",8
"703",703,29,25,158,0,2,16,"R",20
"704",704,29,38,135,0,30,21,"R",48
"705",705,29,38,2,0,29,23,"R",107
"706",706,29,38,47,0,28,25,"R",10
"707",707,29,40,117,0,12,18,"R",36
"708",708,29,40,199,0,15,22,"R",78
"709",709,29,40,22,0,10,7,"7",18
"710",710,29,40,125,0,11,26,"R",31
"711",711,29,40,42,0,14,12,"R",84
"712",712,30,4,100,0,8,19,"R",22
"713",713,30,4,28,2,17,5,"5",11
"714",714,30,4,23,3,7,4,"4",1
"715",715,30,4,66,6,5,2,"2",1
"716",716,30,6,130,0,38,18,"R",5
"717",717,30,6,179,0,40,11,"11",12
"718",718,30,6,83,0,19,6,"6",11
"719",719,30,7,143,4,3,3,"3",1
"720",720,30,7,44,0,20,10,"10",11
"721",721,30,7,67,8,12,1,"1",1
"722",722,30,7,18,1,4,17,"R",5
"723",723,30,7,3,0,4,17,"R",5
"724",724,30,7,193,0,34,28,"R",31
"725",725,30,7,3,0,1,8,"8",11
"726",726,30,7,91,0,18,7,"7",11
"727",727,30,7,18,0,1,8,"8",11
"728",728,30,26,198,0,31,9,"9",11
"729",729,30,26,144,0,23,23,"R",31
"730",730,30,26,181,0,22,16,"16",14
"731",731,30,26,145,0,24,12,"12",12
"732",732,30,26,189,0,30,34,"R",48
"733",733,30,26,195,0,32,32,"R",31
"734",734,30,26,187,0,26,22,"R",31
"735",735,30,36,142,0,21,33,"R",31
"736",736,30,36,134,0,41,29,"R",31
"737",737,30,36,171,0,28,27,"R",31
"738",738,30,38,2,0,10,30,"R",24
"739",739,30,38,135,0,9,24,"R",6
"740",740,30,38,47,0,11,25,"R",5
"741",741,30,40,57,0,12,21,"R",31
"742",742,30,40,125,0,16,13,"13",12
"743",743,30,40,117,0,15,31,"R",5
"744",744,30,40,22,0,14,26,"R",22
"745",745,30,41,148,0,37,15,"15",13
"746",746,30,41,149,0,36,14,"14",12
"747",747,30,45,194,0,35,20,"R",43
"748",748,31,4,28,0,42,11,"R",7
"749",749,31,4,23,0,30,15,"R",5
"750",750,31,4,188,2,34,5,"5",13
"751",751,31,4,97,0,4,10,"R",6
"752",752,31,4,100,0,36,12,"R",5
"753",753,31,4,66,2,32,4,"4",11
"754",754,31,4,66,0,30,15,"R",5
"755",755,31,4,23,2,32,4,"4",11
"756",756,31,6,124,0,20,7,"7",13
"757",757,31,7,67,6,24,2,"2",1
"758",758,31,7,109,0,38,17,"R",5
"759",759,31,7,18,9,46,1,"1",1
"760",760,31,7,143,4,26,3,"3",1
"761",761,31,7,91,0,2,19,"R",20
"762",762,31,7,120,0,40,8,"8",109
"763",763,31,7,3,0,28,6,"6",13
"764",764,31,7,44,0,10,20,"R",20
"765",765,31,25,180,0,18,9,"9",114
"766",766,31,25,153,0,16,16,"R",5
"767",767,31,25,166,0,14,18,"R",5
"768",768,31,38,135,0,6,14,"R",51
"769",769,31,38,2,0,8,13,"R",107
"770",770,32,4,22,0,44,11,"11",18
"771",771,32,4,66,9,50,1,"1",1
"772",772,32,4,97,0,2,26,"R",5
"773",773,32,4,23,0,52,18,"R",58
"774",774,32,4,28,0,58,20,"R",5
"775",775,32,4,100,0,54,19,"R",3
"776",776,32,4,177,0,56,7,"7",14
"777",777,32,4,191,0,56,7,"7",14
"778",778,32,6,83,0,28,13,"13",86
"779",779,32,6,124,0,30,22,"N",60
"780",780,32,6,130,0,46,12,"12",86
"781",781,32,7,190,0,10,8,"8",15
"782",782,32,7,156,0,12,24,"R",5
"783",783,32,7,143,3,8,4,"4",11
"784",784,32,7,44,0,64,16,"16",110
"785",785,32,7,3,4,2,3,"3",11
"786",786,32,7,18,0,4,17,"R",3
"787",787,32,7,67,6,6,2,"2",1
"788",788,32,25,170,0,18,28,"R",5
"789",789,32,25,52,0,16,15,"15",52
"790",790,32,25,153,0,14,30,"R",5
"791",791,32,35,133,0,34,27,"R",5
"792",792,32,35,55,0,32,10,"10",18
"793",793,32,36,142,0,48,14,"14",52
"794",794,32,38,47,0,38,9,"9",15
"795",795,32,38,2,2,36,5,"5",11
"796",796,32,38,176,0,40,6,"6",13
"797",797,32,40,125,0,24,23,"N",60
"798",798,32,40,57,0,26,29,"R",67
"799",799,32,40,117,0,22,25,"R",37
"800",800,32,40,169,0,20,21,"N",60
"801",801,33,4,22,0,8,7,"7",14
"802",802,33,4,100,0,4,12,"R",5
"803",803,33,4,176,0,32,13,"R",44
"804",804,33,4,175,0,36,18,"W",53
"805",805,33,4,28,0,30,8,"8",14
"806",806,33,4,66,8,2,1,"1",1
"807",807,33,4,177,0,6,17,"W",53
"808",808,33,4,47,0,28,6,"6",13
"809",809,33,4,207,0,34,15,"R",6
"810",810,33,7,67,6,10,2,"2",1
"811",811,33,7,44,0,24,16,"R",3
"812",812,33,7,143,0,14,11,"D",2
"813",813,33,7,190,0,16,9,"9",15
"814",814,33,7,2,3,26,4,"4",11
"815",815,33,7,27,5,12,3,"3",1
"816",816,33,38,219,0,22,14,"R",51
"817",817,33,38,135,0,18,10,"D",2
"818",818,33,38,133,2,20,5,"5",12
"819",819,34,12,45,2,34,4,"4",1
"820",820,34,12,17,0,77,6,"6",1
"821",821,34,12,92,8,14,1,"1",1
"822",822,34,12,76,0,45,11,"11",1
"823",823,34,12,201,0,51,33,"R",3
"824",824,34,12,60,2,34,4,"4",1
"825",825,34,12,212,0,71,19,"19",17
"826",826,34,12,20,0,16,15,"15",14
"827",827,34,12,39,0,38,28,"R",3
"828",828,34,12,38,0,5,8,"8",1
"829",829,34,12,20,0,10,29,"R",65
"830",830,34,12,77,0,5,8,"8",1
"831",831,34,12,161,0,45,11,"11",1
"832",832,34,12,98,0,45,11,"11",1
"833",833,34,12,69,0,38,28,"R",3
"834",834,34,12,61,0,1,20,"R",20
"835",835,34,12,165,0,71,19,"19",17
"836",836,34,12,76,0,15,32,"R",5
"837",837,34,12,39,0,1,20,"R",20
"838",838,34,12,8,0,16,15,"15",14
"839",839,34,12,32,0,45,11,"11",1
"840",840,34,12,205,0,35,21,"R",20
"841",841,34,12,38,0,99,26,"R",5
"842",842,34,12,32,0,1,20,"R",20
"843",843,34,12,168,0,19,27,"R",3
"844",844,34,12,206,0,28,9,"9",1
"845",845,34,12,61,0,45,11,"11",1
"846",846,34,12,73,5,2,3,"3",1
"847",847,34,12,85,2,73,5,"5",1
"848",848,34,12,119,0,17,14,"14",13
"849",849,34,12,34,0,31,23,"23",8
"850",850,34,12,182,0,16,15,"15",14
"851",851,34,12,60,0,16,15,"15",14
"852",852,34,12,174,0,32,16,"16",16
"853",853,34,12,182,0,31,23,"R",8
"854",854,34,17,168,0,43,24,"R",31
"855",855,34,17,183,0,43,24,"R",31
"856",856,34,17,98,0,43,24,"R",31
"857",857,34,21,178,0,24,10,"10",1
"858",858,34,21,137,0,27,18,"18",17
"859",859,34,21,209,0,27,18,"18",17
"860",860,34,27,217,0,65,30,"R",48
"861",861,34,27,6,0,65,30,"R",48
"862",862,34,29,154,6,9,2,"2",1
"863",863,34,29,113,0,98,12,"12",11
"864",864,34,29,68,0,98,12,"12",11
"865",865,34,29,89,0,88,13,"13",13
"866",866,34,30,146,0,12,22,"R",31
"867",867,34,30,93,0,12,22,"R",31
"868",868,34,31,98,0,74,25,"R",22
"869",869,34,31,208,0,33,31,"R",23
"870",870,34,31,137,0,74,25,"R",22
"871",871,34,31,165,0,33,31,"R",23
"872",872,34,46,114,0,25,17,"17",16
"873",873,34,47,172,0,7,7,"7",1
"874",874,35,4,66,9,26,1,"1",1
"875",875,35,4,83,4,22,3,"3",11
"876",876,35,4,176,0,24,14,"R",42
"877",877,35,4,100,0,28,11,"R",5
"878",878,35,4,22,0,20,6,"6",11
"879",879,35,4,191,0,30,7,"7",12
"880",880,35,7,143,2,10,4,"4",11
"881",881,35,7,2,6,8,2,"2",1
"882",882,35,7,27,0,6,12,"R",5
"883",883,35,7,27,2,10,4,"4",11
"884",884,35,7,91,0,2,13,"R",5
"885",885,35,7,67,0,4,8,"R",78
"886",886,35,38,88,2,18,5,"5",11
"887",887,35,38,166,0,16,9,"R",5
"888",888,35,38,135,0,12,10,"R",22
"889",889,36,4,22,3,46,4,"4",11
"890",890,36,4,124,0,42,12,"R",7
"891",891,36,4,3,2,14,5,"5",13
"892",892,36,4,47,0,48,13,"R",48
"893",893,36,4,100,0,12,10,"R",6
"894",894,36,4,191,0,40,22,"W",53
"895",895,36,4,176,0,16,11,"R",5
"896",896,36,4,18,0,10,21,"R",7
"897",897,36,4,117,0,44,15,"R",84
"898",898,36,7,27,0,2,16,"R",5
"899",899,36,7,143,0,6,19,"R",5
"900",900,36,7,44,0,36,9,"R",5
"901",901,36,7,14,4,34,3,"3",11
"902",902,36,7,2,0,4,8,"R",5
"903",903,36,25,153,0,32,17,"R",5
"904",904,36,38,166,0,28,7,"R",107
"905",905,36,38,211,0,26,20,"R",5
"906",906,36,38,135,0,24,6,"6",15
"907",907,36,38,197,0,30,18,"R",5
"908",908,36,48,198,1,22,14,"R",5
"909",909,36,48,218,6,20,2,"2",1
"910",910,36,48,66,8,18,1,"1",1
"911",911,37,4,83,0,7,16,"R",107
"912",912,37,4,124,0,8,8,"8",14
"913",913,37,4,18,0,32,21,"R",5
"914",914,37,4,176,0,4,6,"6",13
"915",915,37,4,210,0,6,20,"R",3
"916",916,37,4,18,0,31,24,"R",5
"917",917,37,4,117,0,5,19,"R",7
"918",918,37,4,3,0,32,21,"R",5
"919",919,37,4,22,0,6,20,"R",3
"920",920,37,4,100,4,33,3,"3",11
"921",921,37,4,47,0,3,12,"12",17
"922",922,37,6,26,0,29,10,"10",15
"923",923,37,6,200,0,28,15,"15",123
"924",924,37,6,7,0,21,28,"R",44
"925",925,37,6,179,0,30,32,"W",53
"926",926,37,6,138,0,30,29,"R",5
"927",927,37,6,130,0,27,31,"W",53
"928",928,37,7,44,0,15,30,"R",5
"929",929,37,7,40,0,12,23,"R",5
"930",930,37,7,14,0,14,27,"R",5
"931",931,37,7,143,6,11,2,"2",1
"932",932,37,7,2,2,10,5,"5",13
"933",933,37,7,27,8,9,1,"1",1
"934",934,37,38,88,0,19,9,"9",14
"935",935,37,38,204,0,18,25,"R",3
"936",936,37,38,135,0,17,18,"R",22
"937",937,37,40,216,0,22,17,"R",67
"938",938,37,40,214,0,26,14,"14",54
"939",939,37,40,213,0,25,11,"11",16
"940",940,37,40,202,0,24,22,"R",3
"941",941,37,40,220,0,23,13,"13",18
"942",942,37,48,218,0,2,7,"7",13
"943",943,37,48,66,3,1,4,"4",11
"944",944,37,49,158,0,20,26,"R",5
"945",945,38,4,176,0,8,18,"R",93
"946",946,38,4,83,0,16,19,"R",65
"947",947,38,4,22,0,14,11,"R",38
"948",948,38,4,47,0,15,7,"7",11
"949",949,38,4,124,0,17,23,"W",53
"950",950,38,4,100,0,6,21,"W",3
"951",951,38,4,191,2,7,5,"5",1
"952",952,38,4,3,0,5,22,"W",53
"953",953,38,7,143,3,1,2,"2",1
"954",954,38,7,2,4,2,3,"3",1
"955",955,38,7,143,0,3,17,"R",7
"956",956,38,7,44,0,25,8,"8",11
"957",957,38,7,27,3,1,2,"2",1
"958",958,38,7,1,0,4,6,"6",11
"959",959,38,7,14,0,24,9,"9",12
"960",960,38,38,166,0,10,16,"R",36
"961",961,38,38,88,0,12,20,"R",22
"962",962,38,38,204,0,11,13,"R",36
"963",963,38,38,135,0,9,10,"10",12
"964",964,38,48,188,0,21,12,"R",20
"965",965,38,48,218,4,19,4,"4",1
"966",966,38,48,66,8,18,1,"1",1
"967",967,38,48,198,0,20,15,"R",93
"968",968,38,50,145,0,22,14,"R",5
"969",969,39,4,83,0,32,13,"R",92
"970",970,39,4,47,0,34,12,"R",92
"971",971,39,4,124,0,18,6,"6",12
"972",972,39,4,176,3,30,4,"4",12
"973",973,39,4,191,2,28,5,"5",12
"974",974,39,7,27,6,20,2,"2",1
"975",975,39,7,190,0,24,7,"7",15
"976",976,39,7,91,0,2,8,"8",18
"977",977,39,7,2,0,26,10,"R",5
"978",978,39,7,14,0,24,17,"W",3
"979",979,39,7,143,0,22,11,"R",44
"980",980,39,38,135,0,10,15,"R",8
"981",981,39,38,184,0,14,14,"R",7
"982",982,39,38,204,0,12,16,"R",48
"983",983,39,48,218,0,8,9,"R",67
"984",984,39,48,66,9,4,1,"1",1
"985",985,39,48,198,4,6,3,"3",11
"986",986,40,4,207,0,8,11,"11",86
"987",987,40,4,83,0,28,10,"10",19
"988",988,40,4,191,0,18,9,"9",16
"989",989,40,4,177,0,20,16,"R",7
"990",990,40,4,203,0,20,21,"F",79
"991",991,40,4,3,0,22,13,"R",8
"992",992,40,4,44,0,26,8,"8",16
"993",993,40,4,176,0,24,15,"R",22
"994",994,40,7,27,3,38,3,"3",12
"995",995,40,7,27,0,32,17,"R",6
"996",996,40,7,18,0,34,12,"R",5
"997",997,40,7,190,2,38,3,"3",12
"998",998,40,7,143,6,40,2,"2",11
"999",999,40,7,2,2,30,5,"5",15
"1000",1000,40,7,14,0,6,18,"R",5
"1001",1001,40,38,184,0,42,6,"6",15
"1002",1002,40,38,135,0,44,20,"R",5
"1003",1003,40,38,204,0,46,19,"R",7
"1004",1004,40,48,218,0,14,14,"R",3
"1005",1005,40,48,66,8,16,1,"1",1
"1006",1006,40,48,198,3,12,4,"4",13
"1007",1007,40,49,158,0,10,7,"7",15
"1008",1008,41,4,215,0,22,11,"R",5
"1009",1009,41,4,47,0,24,15,"R",7
"1010",1010,41,4,83,0,8,16,"R",92
"1011",1011,41,4,177,6,14,2,"2",1
"1012",1012,41,4,124,0,28,8,"8",16
"1013",1013,41,4,28,0,22,11,"R",5
"1014",1014,41,4,176,3,10,4,"4",11
"1015",1015,41,4,44,0,26,7,"7",16
"1016",1016,41,4,105,0,16,6,"6",14
"1017",1017,41,4,22,0,18,9,"9",54
"1018",1018,41,4,191,0,12,10,"R",23
"1019",1019,41,7,91,0,30,18,"R",5
"1020",1020,41,7,143,8,38,1,"1",1
"1021",1021,41,7,14,0,20,21,"R",5
"1022",1022,41,7,2,0,40,13,"R",6
"1023",1023,41,38,211,0,48,14,"R",5
"1024",1024,41,38,135,0,46,17,"R",23
"1025",1025,41,48,198,0,6,12,"R",96
"1026",1026,41,48,218,2,4,5,"5",14
"1027",1027,41,48,66,4,2,3,"3",11
"1028",1028,41,49,158,0,42,22,"W",3
"1029",1029,41,51,18,1,34,19,"R",8
"1030",1030,41,51,3,0,36,20,"R",23
"1031",1031,42,4,191,0,22,7,"7",52
"1032",1032,42,4,191,0,20,8,"R",5
"1033",1033,42,4,47,0,26,9,"R",32
"1034",1034,42,4,175,0,24,21,"R",3
"1035",1035,42,4,204,0,26,9,"R",32
"1036",1036,42,4,47,0,28,6,"6",18
"1037",1037,42,4,175,0,26,9,"R",32
"1038",1038,42,4,232,0,30,14,"R",58
"1039",1039,42,4,177,0,22,7,"7",52
"1040",1040,42,4,135,0,28,6,"6",18
"1041",1041,42,4,47,0,22,7,"7",52
"1042",1042,42,4,135,0,16,17,"R",3
"1043",1043,42,4,176,2,18,5,"5",15
"1044",1044,42,4,135,0,20,8,"R",5
"1045",1045,42,4,177,0,20,8,"R",5
"1046",1046,42,7,2,2,12,2,"2",1
"1047",1047,42,7,2,0,14,11,"R",5
"1048",1048,42,7,190,1,10,3,"3",12
"1049",1049,42,7,67,2,12,2,"2",1
"1050",1050,42,7,27,2,12,2,"2",1
"1051",1051,42,7,2,1,10,3,"3",12
"1052",1052,42,7,67,1,10,3,"3",12
"1053",1053,42,38,225,0,42,10,"R",7
"1054",1054,42,38,133,0,38,16,"R",7
"1055",1055,42,38,196,0,40,20,"R",3
"1056",1056,42,48,198,1,8,4,"4",12
"1057",1057,42,48,218,1,8,4,"4",12
"1058",1058,42,48,83,1,8,4,"4",12
"1059",1059,42,48,218,0,4,18,"R",3
"1060",1060,42,48,83,0,6,13,"R",67
"1061",1061,42,48,66,9,2,1,"1",1
"1062",1062,42,51,223,0,36,12,"R",3
"1063",1063,42,51,18,0,32,15,"R",3
"1064",1064,42,51,3,0,36,12,"R",3
"1065",1065,42,51,3,0,34,19,"R",93
"1066",1066,43,4,135,2,34,3,"3",11
"1067",1067,43,4,176,0,36,13,"R",7
"1068",1068,43,4,135,0,40,10,"R",20
"1069",1069,43,4,235,2,34,3,"3",11
"1070",1070,43,4,235,0,40,10,"R",20
"1071",1071,43,4,153,0,22,21,"F",79
"1072",1072,43,4,177,0,38,20,"R",7
"1073",1073,43,4,44,0,14,19,"R",93
"1074",1074,43,7,67,3,42,4,"4",11
"1075",1075,43,7,2,8,44,1,"1",1
"1076",1076,43,7,166,0,48,8,"8",109
"1077",1077,43,7,1,0,48,8,"8",109
"1078",1078,43,7,47,0,46,12,"R",5
"1079",1079,43,25,234,0,24,22,"F",79
"1080",1080,43,38,133,0,12,14,"R",7
"1081",1081,43,38,211,0,10,7,"7",19
"1082",1082,43,38,14,0,8,16,"R",6
"1083",1083,43,48,198,0,4,23,"F",79
"1084",1084,43,48,112,0,4,17,"R",5
"1085",1085,43,48,83,0,16,9,"9",122
"1086",1086,43,48,66,1,2,15,"R",7
"1087",1087,43,49,143,0,18,18,"R",37
"1088",1088,43,51,18,0,26,11,"R",3
"1089",1089,43,51,3,2,28,5,"5",11
"1090",1090,43,51,223,6,30,2,"2",1
"1091",1091,43,51,55,0,32,6,"6",15
"1092",1092,44,12,98,0,19,6,"6",1
"1093",1093,44,12,224,0,71,7,"7",1
"1094",1094,44,12,73,0,3,26,"R",119
"1095",1095,44,12,221,0,42,27,"R",3
"1096",1096,44,12,119,8,6,1,"1",1
"1097",1097,44,12,233,0,41,12,"12",14
"1098",1098,44,12,205,0,29,8,"8",1
"1099",1099,44,12,209,0,68,30,"R",31
"1100",1100,44,12,69,0,89,10,"10",1
"1101",1101,44,12,92,1,4,25,"R",3
"1102",1102,44,12,17,0,14,32,"R",20
"1103",1103,44,12,161,0,99,17,"R",5
"1104",1104,44,12,238,0,39,29,"R",3
"1105",1105,44,12,32,0,8,19,"R",7
"1106",1106,44,12,20,3,10,2,"2",1
"1107",1107,44,12,77,3,10,2,"2",1
"1108",1108,44,12,178,0,22,16,"R",3
"1109",1109,44,12,68,1,77,5,"5",1
"1110",1110,44,12,61,4,15,3,"3",1
"1111",1111,44,12,168,0,48,9,"9",1
"1112",1112,44,12,228,0,49,23,"R",5
"1113",1113,44,12,76,0,16,21,"R",119
"1114",1114,44,12,201,1,77,5,"5",1
"1115",1115,44,21,38,0,23,31,"R",44
"1116",1116,44,29,93,0,27,28,"R",3
"1117",1117,44,29,60,0,98,11,"11",13
"1118",1118,44,29,183,3,44,4,"4",1
"1119",1119,44,29,154,0,1,24,"R",48
"1120",1120,44,30,229,0,37,22,"R",78
"1121",1121,44,31,237,0,31,20,"R",48
"1122",1122,44,33,146,0,83,13,"13",14
"1123",1123,44,33,231,0,81,18,"R",7
"1124",1124,44,46,114,0,5,33,"R",5
"1125",1125,44,47,172,0,12,15,"R",7
"1126",1126,44,52,39,0,33,14,"14",19
"1127",1127,45,4,44,0,28,9,"9",13
"1128",1128,45,4,177,0,22,7,"7",12
"1129",1129,45,4,235,0,26,8,"8",13
"1130",1130,45,4,135,0,20,13,"R",20
"1131",1131,45,4,57,0,38,14,"W",53
"1132",1132,45,4,135,1,24,5,"5",11
"1133",1133,45,4,176,1,24,5,"5",11
"1134",1134,45,7,47,0,4,16,"W",53
"1135",1135,45,7,1,0,48,15,"W",53
"1136",1136,45,7,166,3,6,4,"4",1
"1137",1137,45,7,2,0,4,6,"6",11
"1138",1138,45,7,67,4,2,3,"3",1
"1139",1139,45,48,218,0,12,10,"R",44
"1140",1140,45,48,66,9,10,1,"1",1
"1141",1141,45,48,83,6,14,2,"2",1
"1142",1142,45,49,143,0,40,12,"R",6
"1143",1143,45,51,223,0,30,11,"R",6
"1144",1144,46,4,176,4,16,4,"4",11
"1145",1145,46,4,78,0,26,16,"R",65
"1146",1146,46,4,135,0,14,6,"6",13
"1147",1147,46,4,200,0,32,14,"R",20
"1148",1148,46,4,177,4,18,3,"3",1
"1149",1149,46,4,44,0,28,9,"9",18
"1150",1150,46,7,143,0,2,7,"7",15
"1151",1151,46,7,57,0,30,11,"11",54
"1152",1152,46,7,2,0,4,12,"R",6
"1153",1153,46,7,223,2,6,5,"5",13
"1154",1154,46,38,14,0,20,13,"R",7
"1155",1155,46,38,227,0,22,8,"8",18
"1156",1156,46,38,211,0,24,10,"10",86
"1157",1157,46,48,66,8,8,1,"1",1
"1158",1158,46,48,83,6,10,2,"2",1
"1159",1159,46,48,218,0,12,15,"R",20
"1160",1160,47,4,135,0,2,23,"R",44
"1161",1161,47,4,158,0,42,14,"R",8
"1162",1162,47,4,153,0,46,8,"8",45
"1163",1163,47,4,177,2,4,5,"5",11
"1164",1164,47,4,176,0,6,11,"R",5
"1165",1165,47,4,200,0,48,17,"R",23
"1166",1166,47,4,117,0,44,16,"R",6
"1167",1167,47,4,112,0,8,22,"R",6
"1168",1168,47,6,226,0,40,12,"R",5
"1169",1169,47,7,143,0,16,6,"6",13
"1170",1170,47,7,2,0,18,10,"R",25
"1171",1171,47,7,223,0,20,21,"R",7
"1172",1172,47,7,223,0,16,6,"6",13
"1173",1173,47,38,227,0,24,15,"R",51
"1174",1174,47,38,230,0,26,7,"7",19
"1175",1175,47,38,14,0,22,24,"R",7
"1176",1176,47,40,169,0,34,25,"W",5
"1177",1177,47,40,125,0,32,13,"R",51
"1178",1178,47,40,220,0,38,20,"R",23
"1179",1179,47,40,78,0,36,19,"R",7
"1180",1180,47,40,42,0,36,19,"R",7
"1181",1181,47,48,83,9,12,1,"1",1
"1182",1182,47,48,66,6,10,2,"2",1
"1183",1183,47,48,218,4,14,3,"3",1
"1184",1184,47,48,1,3,50,4,"4",11
"1185",1185,47,49,47,0,28,9,"9",112
"1186",1186,47,49,47,0,30,18,"R",37
"1187",1187,47,49,124,0,28,9,"9",112
"1188",1188,48,4,175,2,34,5,"5",11
"1189",1189,48,4,158,0,32,17,"R",22
"1190",1190,48,4,170,0,40,9,"9",14
"1191",1191,48,4,200,0,38,13,"R",22
"1192",1192,48,4,176,0,28,7,"7",12
"1193",1193,48,4,177,0,30,12,"R",6
"1194",1194,48,4,135,3,36,4,"4",1
"1195",1195,48,7,2,0,8,8,"8",13
"1196",1196,48,7,223,4,4,3,"3",1
"1197",1197,48,7,143,0,6,10,"10",6
"1198",1198,48,7,67,0,2,21,"W",53
"1199",1199,48,7,3,0,10,22,"W",53
"1200",1200,48,7,190,0,12,6,"6",11
"1201",1201,48,38,227,0,22,16,"R",67
"1202",1202,48,38,222,0,24,19,"R",5
"1203",1203,48,38,211,0,26,15,"R",5
"1204",1204,48,48,66,8,18,1,"1",1
"1205",1205,48,48,83,1,16,14,"R",5
"1206",1206,48,48,1,6,14,2,"2",1
"1207",1207,48,48,218,0,20,11,"R",6
"1208",1208,48,49,124,0,44,20,"R",96
"1209",1209,48,49,47,0,42,18,"R",22
"1210",1210,48,53,236,0,46,23,"W",53
"1211",1211,49,4,236,0,8,9,"R",3
"1212",1212,49,4,232,0,16,6,"6",86
"1213",1213,49,4,135,6,4,2,"2",1
"1214",1214,49,4,175,0,6,10,"R",84
"1215",1215,49,4,27,0,12,12,"R",5
"1216",1216,49,4,250,0,16,6,"6",86
"1217",1217,49,4,97,2,10,4,"4",16
"1218",1218,49,4,143,4,14,3,"3",12
"1219",1219,49,4,83,0,2,7,"R",5
"1220",1220,49,4,243,2,10,4,"4",16
"1221",1221,49,7,158,0,36,8,"R",3
"1222",1222,49,7,242,2,38,5,"5",17
"1223",1223,49,7,223,0,32,11,"R",6
"1224",1224,49,7,177,4,34,1,"1",1
"1225",1225,49,7,66,5,34,1,"1",1
"1226",1226,49,7,66,0,30,13,"R",48
"1227",1227,50,4,83,8,28,1,"1",1
"1228",1228,50,4,55,0,34,18,"W",5
"1229",1229,50,4,235,0,32,7,"7",109
"1230",1230,50,4,44,0,8,10,"R",5
"1231",1231,50,4,135,4,30,3,"3",11
"1232",1232,50,4,200,0,18,8,"8",110
"1233",1233,50,7,252,0,36,15,"F",79
"1234",1234,50,7,223,2,20,4,"4",11
"1235",1235,50,7,223,0,22,11,"R",8
"1236",1236,50,7,66,4,26,2,"2",1
"1237",1237,50,7,177,0,24,14,"R",3
"1238",1238,50,7,66,2,20,4,"4",11
"1239",1239,50,7,158,3,26,2,"2",1
